0.001,153.802911723,-17.4312883952
0.00146779926762,152.024528037,-16.3189991304
0.00215443469003,149.865365087,-15.207046481
0.00316227766017,147.960054981,-14.0948694213
0.00464158883361,146.81646049,-13.1057813683
0.00681292069058,145.674122696,-13.1067912143
0.01,144.9146063,-14.7163735308
0.0146779926762,143.011338326,-15.213105557
0.0215443469003,141.745372942,-17.8132345928
0.0316227766017,139.465409969,-21.5281214059
0.0464158883361,136.551129064,-25.4910937193
0.0681292069058,132.115144885,-30.5692726304
0.1,125.268658307,-36.5159191001
0.146779926762,116.262380431,-40.8555639709
0.215443469003,104.969541923,-43.7120816853
0.316227766017,93.0389295632,-44.0939156779
0.464158883361,80.9777777778,-41.629330416
0.681292069058,71.5789391007,-36.6871440994
1.0,64.8446127521,-31.0000280513
1.46779926762,59.8867850431,-24.9400544195
2.15443469003,56.4534881764,-19.9925944627
3.16227766017,54.671020225,-15.6624870263
4.64158883361,53.2184857834,-12.4379754215
6.81292069058,52.0419356155,-9.80293737858
10.0,51.6824745083,-7.91323686407
14.6779926762,50.8390813624,-6.53791649414
21.5443469003,50.2421890601,-5.12921999776
31.6227766017,49.9435324763,-4.25908085804
46.4158883361,49.3901471311,-3.63785351921
68.1292069058,47.6468701859,-3.2663646811
100.0,46.2008820121,-2.68737418771
146.779926762,45.0097278161,-1.9423673392
215.443469003,44.4987972644,-1.27965470022
316.227766017,43.9453067028,-0.57553191562
464.158883361,43.1787530508,0.542880211501
681.292069058,43.0500208576,1.49606510605
1000.0,42.7507855839,2.82212919751
1467.79926762,42.1956115609,4.85257911442
2154.43469003,42.448078171,6.88374299935
3162.27766017,41.8909050374,10.4892063859
4641.58883361,42.0997068661,13.432182597
6812.92069058,41.879962538,19.1103327459
10000.0,42.9306529188,28.5613529952
